,La Paz,La Paz,La Paz,La Paz,La Paz,Cochabamba,Cochabamba,Cochabamba,Cochabamba,Cochabamba,Santa Cruz,Santa Cruz,Santa Cruz,Santa Cruz,Santa Cruz,Oruro,Oruro,Oruro,Oruro,Oruro,Potosi,Potosi,Potosi,Potosi,Potosi,Tarija,Tarija,Tarija,Tarija,Tarija,Chuquisaca,Chuquisaca,Chuquisaca,Chuquisaca,Chuquisaca,Beni,Beni,Beni,Beni,Beni,Pando,Pando,Pando,Pando,Pando
,Primera,Segunda,Tercera,Unica,Anual,Primera,Segunda,Tercera,Unica,Anual,Primera,Segunda,Tercera,Unica,Anual,Primera,Segunda,Tercera,Unica,Anual,Primera,Segunda,Tercera,Unica,Anual,Primera,Segunda,Tercera,Unica,Anual,Primera,Segunda,Tercera,Unica,Anual,Primera,Segunda,Tercera,Unica,Anual,Primera,Segunda,Tercera,Unica,Anual
2022-04-10,1483480,1141294,306515,276428,,1180073,959349,265145,171730,,1756423,1395128,307206,341844,,318795,255052,60641,32652,,363214,272650,74366,75690,,359523,302522,92097,37949,,352343,296301,93497,38929,,221781,159508,36984,19739,,74043,54828,17840,0,
2022-04-11,1483830,1141838,307009,276428,,1180418,959974,266096,171730,,1756784,1395767,307352,341844,,318892,255208,60641,32652,,363328,273044,74368,75690,,359587,302629,92097,37949,,352401,296409,93497,38929,,221813,159571,36986,19739,,74057,54848,17865,0,
2022-04-12,1484347,1142433,307895,276428,,1180825,960662,266876,171730,,1757201,1396656,307548,341844,,319038,255449,60641,32652,,363523,273387,74369,75690,,359659,302774,92097,37949,,352470,296574,93497,38929,,221845,159631,36986,19739,,74071,54888,17879,0,
2022-04-13,1484795,1143100,308730,276428,,1181255,961485,267841,171730,,1757491,1397175,307660,341844,,319210,255767,60641,32652,,363681,273655,74369,75690,,359729,302947,92097,37949,,352566,296798,93497,38929,,221879,159709,36988,19739,,74091,54990,17974,0,
2022-04-14,1485546,1143843,309367,276428,,1181713,962336,269051,171730,,1757848,1398215,307950,341844,,319365,256222,60641,32652,,363895,273986,74369,75690,,359792,303115,92097,37949,,352716,297134,93497,38929,,221900,159769,36988,19739,,74101,55015,18006,0,
2022-04-15,1485617,1144162,309657,276428,,1181811,962518,269308,171730,,1757908,1398353,308078,341844,,319471,256357,60642,32652,,363952,274027,74369,75690,,359799,303131,92097,37949,,352824,297259,93497,38929,,221902,159775,36988,19739,,74102,55019,18015,0,
2022-04-16,1485758,1144292,309807,276428,,1181896,962677,269662,171730,,1757949,1398450,308098,341844,,319505,256415,60642,32652,,364001,274084,74369,75690,,359804,303144,92097,37949,,352863,297356,93497,38929,,221916,159808,36988,19739,,74111,55023,18015,0,
2022-04-17,1485782,1144322,309858,276428,,1181954,962785,269857,171730,,1757987,1398484,308111,341844,,319505,256439,60642,32652,,364004,274090,74369,75690,,359804,303144,92097,37949,,352863,297358,93497,38929,,221916,159808,36988,19739,,74111,55023,18015,0,
2022-04-18,1494589,1152956,316401,278080,,1184550,965269,275503,171664,,1760820,1401101,321703,342363,,319906,257238,62911,32657,,371476,281985,79191,76513,,360701,304294,95642,37956,,355069,300289,97297,39238,,225435,163286,38328,20181,,75359,56156,18444,0,
2022-04-19,1494928,1153529,317447,278080,22601,1184870,965870,276628,171664,16062,1761183,1401720,323249,342363,13305,319998,257465,63048,32657,2972,371570,282201,79319,76513,3623,360784,304460,95923,37956,2264,355133,300436,97594,39238,8078,225482,163336,38434,20181,490,75363,56167,18453,0,554
2022-04-20,1495350,1154139,318679,278080,23085,1185205,966709,278026,171664,16628,1761643,1402595,325154,342363,13384,320137,257810,63228,32657,2972,371683,282452,79563,76513,3623,360874,304645,96305,37956,2264,355281,300777,98067,39238,8078,225587,163412,38494,20181,490,75379,56198,18499,0,610
2022-04-21,1495917,1154835,320090,278080,23394,1185563,967387,279184,171664,17087,1762138,1403366,326832,342363,13439,320353,258169,63462,32657,2972,371849,282790,79962,76513,3623,360987,304923,96780,37956,2264,355408,301005,98545,39238,8078,225711,163521,38606,20181,490,75396,56227,18531,0,635
2022-04-22,1496771,1156078,322327,278080,23729,1186363,968602,281039,171664,17896,1762823,1404495,329191,342363,13520,320726,258868,63813,32657,2972,372185,283633,80584,76513,3623,361113,305260,97474,37956,2264,355794,301457,98996,39238,8078,225873,163772,38804,20181,490,75412,56261,18558,0,661
2022-04-23,1496913,1156391,322775,278080,23773,1186394,968827,281408,171664,17982,1762907,1404642,329635,342363,13536,320751,258980,63844,32657,2972,372224,283679,80620,76513,3623,361132,305323,97605,37956,2264,355836,301584,99141,39238,8078,225876,163776,38822,20181,490,75415,56269,18560,0,664
2022-04-24,1496942,1156468,322937,278080,23803,1186425,968941,281677,171664,18089,1763201,1405190,331849,342363,13559,320754,258992,63861,32657,2972,372227,283690,80627,76513,3623,361132,305328,97606,37956,2264,355836,301585,99158,39238,8078,225879,163795,38841,20181,490,75415,56269,18560,0,664
2022-04-25,1497350,1156999,324174,278080,24018,1186723,969688,282923,171664,18650,1763522,1405652,333314,342363,13622,320828,259151,63965,32657,2972,372314,283852,80821,76513,3623,361194,305422,97960,37956,2264,355921,301721,99444,39238,8078,225927,163857,38944,20181,490,75430,56311,18634,0,698
2022-04-26,1497968,1157851,325789,278080,26605,1187119,970334,284352,171664,19772,1763975,1406358,335356,342363,17867,320974,259408,64118,32657,3698,372495,284255,81077,76513,4947,361315,305645,98426,37956,4316,355998,302072,99874,39238,10501,225976,163942,39010,20181,630,75457,56364,18687,0,733
2022-04-27,1498358,1158426,326851,278080,27225,1187437,971087,285737,171664,20526,1764366,1407112,337292,342363,18443,321095,259669,64299,32657,3765,372551,284386,81214,76513,5036,361403,305852,98855,37956,4506,356085,302338,100234,39238,10608,226010,163980,39066,20181,639,75470,56370,18716,0,752
2022-04-28,1499107,1159499,328688,278080,27925,1187900,971845,287064,171664,21199,1764740,1407854,339061,342363,18882,321240,259966,64476,32657,3816,372762,284735,81593,76513,5249,361533,306089,99175,37956,4697,356235,302644,100577,39238,10867,226056,164034,39115,20181,667,75479,56397,18724,0,752
2022-04-29,1499771,1160287,330126,278080,28756,1188332,972528,288328,171664,21750,1765198,1408502,340588,342363,19298,321406,260297,64657,32657,3881,372832,284935,81847,76513,5389,361625,306285,99469,37956,4905,356343,302971,100886,39238,11006,226178,164187,39167,20181,722,75486,56412,18750,0,781
2022-04-30,1500172,1160909,331053,278080,29167,1188510,972886,289091,171664,21987,1765391,1408801,341320,342363,19490,321489,260521,64817,32657,3926,372907,285084,82059,76513,5503,361661,306385,99604,37956,4955,356400,303178,101138,39238,11079,226217,164209,39189,20181,724,75500,56427,18768,0,783
2022-05-01,1500203,1160930,331131,278080,29201,1188552,972922,289305,171664,22054,1765404,1408821,341420,342363,19511,321493,260521,64820,32657,3928,372907,285084,82059,76513,5513,361661,306385,99604,37956,4955,356401,303180,101143,39238,11079,226217,164209,39189,20181,724,75500,56427,18768,0,783
2022-05-02,1500239,1160991,331178,278080,29214,1188567,972927,289315,171664,22056,1765453,1408850,341705,342363,19551,321495,260522,64823,32657,3929,372909,285097,82071,76513,5517,361662,306387,99609,37956,4955,356401,303182,101157,39238,11085,226218,164209,39189,20181,724,75500,56427,18768,0,783
2022-05-03,1500960,1161862,332747,278080,29993,1188845,973428,290339,171664,22677,1765695,1409238,342765,342363,19849,321624,260742,65058,32657,3988,373017,285314,82255,76513,5680,361726,306474,99905,37956,5148,356485,303311,101409,39238,11254,226244,164238,39217,20181,727,75539,56465,18811,0,792
2022-05-04,1501537,1162585,334115,278080,30686,1189265,974065,291411,171664,23236,1766017,1409706,344083,342363,20251,321720,260934,65216,32657,4062,373259,285633,82586,76513,5802,361846,306723,100311,37956,5422,356558,303481,101758,39238,11433,226368,164339,39278,20181,743,75558,56506,18839,0,817
2022-05-05,1501896,1163027,335077,278080,31291,1189435,974488,292392,171664,23814,1766329,1410137,345414,342363,20626,321782,261027,65332,32657,4093,373313,285743,82731,76513,5894,361887,306808,100578,37956,5629,356641,303561,101975,39238,11573,226410,164395,39371,20181,760,75568,56517,18853,0,818
2022-05-06,1503075,1164410,336988,278080,32284,1190011,975291,294256,171664,24614,1766734,1410810,347192,342363,22082,321908,261184,65529,32657,4370,373819,286484,83137,76513,6576,362009,307090,101085,37956,6624,356824,304001,102451,39238,12445,226507,164493,39472,20181,805,75596,56553,18919,0,880
2022-05-07,1503393,1164777,337819,278080,32667,1190169,975536,294991,171664,24876,1766958,1411168,348159,342363,22317,321957,261260,65624,32657,4405,373893,286607,83254,76513,6669,362048,307140,101217,37956,6720,356895,304089,102688,39238,12580,226530,164501,39495,20181,806,75601,56557,18932,0,887
2022-05-08,1503426,1164805,337871,278080,32686,1190206,975585,295137,171664,24944,1766996,1411233,348484,342363,22439,321962,261265,65629,32657,4407,373896,286614,83267,76513,6673,362048,307140,101221,37956,6720,356895,304089,102694,39238,12586,226530,164501,39495,20181,806,75601,56557,18932,0,887
2022-05-09,1503790,1165280,338942,278080,33373,1190484,975913,296297,171664,25524,1767262,1411617,349507,342363,22852,322043,261352,65761,32657,4469,373996,286757,83516,76513,6787,362126,307204,101461,37956,6860,356985,304251,102978,39238,12732,226580,164556,39590,20181,837,75614,56574,18951,0,906
2022-05-10,1504152,1165749,340209,278080,34189,1190743,976302,297571,171664,26122,1767625,1412230,351224,342363,23386,322124,261463,65911,32657,4530,374141,286894,83827,76513,6892,362182,307299,101742,37956,7055,357051,304438,103318,39238,12917,226643,164658,39815,20181,867,75630,56584,18956,0,911
2022-05-11,1504557,1166187,341428,278080,34958,1191135,976856,299005,171664,26769,1767933,1412773,353105,342363,23971,322192,261574,66075,32657,4588,374285,287053,84043,76513,7053,362255,307400,102116,37956,7312,357111,304604,103770,39238,13181,226695,164693,39856,20181,900,75644,56599,18956,0,917
2022-05-12,1505694,1167961,345278,278080,36621,1191986,978796,302085,171664,28384,1769200,1414030,358320,342363,25340,322577,262503,66398,32657,4805,374705,288126,84673,76513,7459,362614,308072,103463,37956,8001,357479,305111,104746,39238,13493,227231,165171,40372,20181,998,75672,56615,18959,0,1012
2022-05-13,1505773,1168110,345578,278080,36851,1192125,978956,302848,171664,28722,1769343,1414265,359197,342363,25363,322610,262552,66477,32657,4831,374712,288153,84718,76513,7499,362636,308113,103522,37956,8057,357506,305185,105070,39238,13618,227234,165179,40379,20181,1001,75675,56621,18963,0,1025
2022-05-14,1505837,1168171,345850,278080,36981,1192164,979023,303098,171664,28824,1769404,1414337,359496,342363,25712,322625,262585,66539,32657,4863,374717,288161,84724,76513,7505,362638,308120,103558,37956,8076,357525,305253,105164,39238,13680,227236,165181,40380,20181,1001,75675,56621,18963,0,1025
2022-05-15,1505856,1168188,345877,278080,36997,1192196,979073,303324,171664,28874,1769434,1414403,359738,342363,25777,322631,262593,66554,32657,4869,374718,288161,84725,76513,7513,362638,308120,103558,37956,8076,357525,305253,105164,39238,13681,227236,165181,40382,20181,1005,75675,56621,18963,0,1025
2022-05-16,1506376,1168578,346439,278080,37330,1192687,979448,304423,171664,29316,1769725,1414749,360694,342363,26235,322717,262703,66648,32657,4931,375048,288645,85000,76513,7674,362737,308242,103683,37956,8183,357627,305424,105458,39238,13887,227364,165302,40435,20181,1036,75715,56653,19011,0,1031
2022-05-17,1506439,1168690,346920,278080,37782,1192788,979625,305560,171664,30041,1769923,1415010,362699,342363,26961,322753,262743,66740,32657,5000,375069,288675,85067,76513,7755,362775,308280,103768,37956,8293,357654,305473,105624,39238,14039,227382,165312,40516,20181,1091,75716,56653,19012,0,1034
2022-05-18,1506809,1169109,348723,278080,39187,1193110,980086,308183,171664,31405,1770495,1415801,368078,342363,28819,322848,262870,67051,32657,5152,375133,288770,85364,76513,7955,362836,308357,104135,37956,8541,357744,305601,106259,39238,14400,227418,165366,40662,20181,1173,75722,56665,19019,0,1043
2022-05-19,1507064,1169489,350017,278080,40294,1193457,980563,310204,171664,32398,1771015,1416619,373310,342363,30692,322900,262945,67316,32657,5290,375208,288870,85649,76513,8139,362879,308422,104403,37956,8802,357831,305774,107024,39238,14731,227472,165435,40864,20181,1282,75729,56675,19045,0,1053
2022-05-20,1507566,1170158,352104,278080,41740,1193993,981411,313492,171664,33795,1771721,1417798,379095,342363,32559,323079,263188,67689,32657,5451,375443,289174,86368,76513,8448,362948,308534,104900,37956,9126,357966,305940,107592,39238,15167,227517,165502,41035,20181,1387,75744,56679,19060,0,1067
2022-05-21,1507898,1170466,353304,278080,42432,1194243,981784,315091,171664,34393,1772072,1418300,382028,342363,33502,323158,263291,67967,32657,5574,375540,289331,86696,76513,8588,362963,308559,105024,37956,9193,358036,306037,107925,39238,15463,227536,165525,41070,20181,1399,75751,56684,19071,0,1069
2022-05-22,1507917,1170497,353423,278080,42478,1194291,981839,315468,171664,34546,1772155,1418435,383348,342363,33894,323162,263298,67994,32657,5584,375546,289340,86701,76513,8596,362963,308559,105029,37956,9193,358041,306045,107956,39238,15493,227536,165525,41070,20181,1399,75751,56684,19071,0,1069
2022-05-23,1508078,1170714,354188,278080,43214,1194445,982113,316904,171664,35417,1772426,1418857,386373,342363,35097,323198,263346,68123,32657,5667,375565,289356,86757,76513,8637,362995,308584,105249,37956,9418,358054,306155,108106,39238,15632,227562,165549,41138,20181,1465,75754,56686,19081,0,1081
2022-05-24,1508336,1171117,355833,278080,44712,1194715,982559,318949,171664,36428,1773105,1419802,391560,342363,36886,323277,263442,68361,32657,5849,375627,289446,86988,76513,8818,363031,308628,105627,37956,9717,358085,306261,108357,39238,15818,227606,165599,41220,20181,1568,75763,56706,19101,0,1108
2022-05-25,1508658,1171556,357297,278080,45776,1194934,982827,320271,171664,37234,1773574,1420428,394744,342363,38098,323335,263531,68605,32657,5944,375669,289509,87130,76513,8928,363062,308681,105932,37956,9958,358096,306277,108415,39238,15866,227632,165632,41284,20181,1648,75766,56712,19117,0,1116
2022-05-26,1508910,1171815,358358,278080,46481,1195164,983238,321896,171664,37900,1773981,1421087,397840,342363,39090,323411,263649,68783,32657,6035,375698,289566,87247,76513,9015,363101,308709,106107,37956,10083,358120,306309,108603,39238,16006,227668,165657,41343,20181,1696,75778,56723,19140,0,1140
2022-05-27,1509094,1172116,359497,278080,47150,1195342,983548,323200,171664,38347,1774319,1421536,399974,342363,39690,323450,263723,68949,32657,6116,375737,289632,87370,76513,9120,363113,308731,106236,37956,10164,358164,306375,108915,39238,16187,227684,165713,41394,20181,1724,75788,56735,19185,0,1153
2022-05-28,1509225,1172335,360133,278080,47537,1195433,983676,323953,171664,38601,1774473,1421722,401243,342363,40019,323471,263769,69004,32657,6172,375751,289664,87429,76513,9161,363122,308741,106310,37956,10193,358175,306396,109024,39238,16274,227686,165726,41400,20181,1734,75792,56738,19195,0,1155
2022-05-29,1509236,1172346,360154,278080,47543,1195450,983701,324094,171664,38680,1774547,1421826,401911,342363,40235,323473,263776,69015,32657,6175,375751,289664,87431,76513,9161,363122,308741,106310,37956,10193,358176,306396,109024,39238,16274,227686,165726,41400,20181,1734,75792,56738,19195,0,1155
2022-05-30,1509377,1172573,360907,278080,48150,1195615,983978,325596,171664,39363,1774922,1422332,404697,342363,41080,323507,263842,69143,32657,6235,375784,289703,87555,76513,9270,363156,308770,106458,37956,10335,358199,306449,109192,39238,16438,227711,165757,41445,20181,1768,75796,56748,19211,0,1162
2022-05-31,1509721,1173053,362515,278080,49168,1195902,984398,327229,171664,40277,1775515,1423024,408826,342363,42321,323582,263943,69396,32657,6401,375856,289845,87865,76513,9483,363189,308821,106709,37956,10562,358281,306613,109703,39238,16818,227738,165793,41574,20181,1840,75804,56756,19220,0,1174
2022-06-01,1509947,1173408,363911,278080,49942,1196089,984674,328244,171664,40899,1775907,1423558,411245,342363,43013,323634,264022,69544,32657,6522,375907,289918,88029,76513,9602,363223,308861,106938,37956,10744,358308,306673,109934,39238,16999,227768,165824,41635,20181,1884,75809,56776,19245,0,1203
2022-06-02,1510158,1173748,365170,278080,50614,1196250,984919,329254,171664,41451,1776276,1424008,413326,342363,43648,323673,264085,69684,32657,6604,375943,289987,88180,76513,9786,363261,308906,107190,37956,10915,358355,306729,110181,39238,17204,227807,165856,41711,20181,1940,75819,56793,19262,0,1218
2022-06-03,1510410,1174152,366276,278080,51407,1196416,985208,330372,171664,42002,1776660,1424520,415609,342363,44337,323717,264141,69817,32657,6695,375978,290062,88506,76513,9901,363300,308965,107530,37956,11178,358401,306808,110560,39238,17479,227825,165883,41766,20181,1986,75824,56800,19284,0,1235
2022-06-04,1510659,1174470,367583,278080,51965,1196546,985447,331252,171664,42380,1776966,1424960,417705,342363,44858,323741,264192,69902,32657,6758,376013,290117,88645,76513,9969,363315,308984,107609,37956,11232,358436,306843,110831,39238,17583,227836,165891,41791,20181,2012,75824,56806,19293,0,1239
2022-06-05,1510684,1174507,367647,278080,51994,1196575,985497,331622,171664,42520,1777079,1425106,418716,342363,45169,323741,264194,69910,32657,6758,376014,290119,88647,76513,9972,363315,308984,107609,37956,11232,358438,306843,110835,39238,17588,227836,165891,41792,20181,2012,75824,56810,19293,0,1239
2022-06-06,1510827,1174684,368421,278080,52589,1196760,985800,333161,171664,43281,1777525,1425704,421647,342363,46084,323766,264243,70006,32657,6825,376046,290141,88747,76513,10114,363349,309043,107878,37956,11429,358462,306886,110994,39238,17702,227864,165931,41861,20181,2059,75831,56817,19311,0,1253
2022-06-07,1511095,1175065,369976,278080,53761,1197031,986156,334937,171664,44266,1778084,1426372,425289,342363,47292,323820,264315,70223,32657,6946,376103,290191,88982,76513,10259,363402,309125,108303,37956,11757,358518,306966,111288,39238,18003,227902,165971,41978,20181,2135,75840,56824,19339,0,1276
2022-06-08,1511357,1175463,371626,278080,54910,1197294,986508,336770,171664,45060,1778665,1427075,428678,342363,48389,323863,264383,70395,32657,7055,376145,290271,89223,76513,10411,363447,309196,108682,37956,12016,358579,307023,111686,39238,18310,227957,166021,42112,20181,2216,75845,56831,19359,0,1289
